branch,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR,college_code,college_name,round
"CA CS (AI, Machine Learning)",12017,,18124,9950,,,19357,,,9191,,,9282,,,8810,15044,10487,36671,58832,41504,30193,,,E016,Siddaganga Institute of Technology  Tumkur,Mock1
CE Civil,84633,,,94240,111921,99729,104314,,,81275,,89537,84449,,,74454,91082,79524,114974,,,116123,,,E016,Siddaganga Institute of Technology  Tumkur,Mock1
CH Chemical,85514,,,67603,,82576,97454,,,71136,,,57160,,,49694,80383,56532,133569,180540,200578,134425,,,E016,Siddaganga Institute of Technology  Tumkur,Mock1
CS Computers,8842,,,9094,16183,10091,14581,,,6187,,,6285,,8485,6017,7985,8103,30383,32052,35835,22615,,32304,E016,Siddaganga Institute of Technology  Tumkur,Mock1
EC Electronics,13154,,,14838,,15973,25361,,,11369,,,12022,,15222,11216,14584,14582,47514,,52031,35912,61990,48240,E016,Siddaganga Institute of Technology  Tumkur,Mock1
EE Electrical,23516,,,27584,,33108,39537,,,25042,,,25559,28233,,22683,27704,28652,78885,,91097,41358,,,E016,Siddaganga Institute of Technology  Tumkur,Mock1
EI Elec. Inst. Engg,40800,,66923,37098,,43734,87620,,190045,33208,,,35816,,,31878,,38731,111558,,,75176,,,E016,Siddaganga Institute of Technology  Tumkur,Mock1
ET Elec. Telecommn. Engg.,27500,,,31013,,35254,40510,,,22737,40318,,24161,,27919,21911,,27376,81753,,85584,51263,,62340,E016,Siddaganga Institute of Technology  Tumkur,Mock1
IE Info.Science,12586,,,11803,,12169,15359,,,8806,,,9255,,10138,8800,11218,8990,45752,54923,46776,32887,,37844,E016,Siddaganga Institute of Technology  Tumkur,Mock1
IM Ind. Engg. Mgmt.,103403,,,83297,,,81976,,,65229,,87218,72136,,,62374,,72025,171584,,176012,124495,164150,,E016,Siddaganga Institute of Technology  Tumkur,Mock1
ME Mechanical,76832,,,88605,103936,111579,123015,,202342,74093,,,82385,,,68579,89431,73273,156931,,163279,160597,,199686,E016,Siddaganga Institute of Technology  Tumkur,Mock1
AI Artificial Intelligence,31272,,,37455,,48050,,,,38699,66622,,36748,,,30904,,36056,70897,,,69991,,,E017,Sri Siddartha Institute of Technology  Tumkur,Mock1
BM Bio Medical,,181299,,76317,,,,,,,,,,,,69601,,73479,117037,,,157105,,,E017,Sri Siddartha Institute of Technology  Tumkur,Mock1
CE Civil,,,,122772,,,117861,,,108096,,,131218,,,105943,108938,122004,158913,,172290,197750,,220603,E017,Sri Siddartha Institute of Technology  Tumkur,Mock1
CS Computers,89074,,,77310,94505,97324,79836,,,62203,,,60530,,70245,52559,53108,66846,172585,273713,244972,132325,,205239,E017,Sri Siddartha Institute of Technology  Tumkur,Mock1
CY CS- Cyber Security,42854,,62347,43120,,,,,,,,,41366,,,35548,51198,44147,94980,,121300,83679,,,E017,Sri Siddartha Institute of Technology  Tumkur,Mock1
DS Comp. Sc. Engg- Data Sc.,37143,,57018,40551,,,45484,,98980,36163,,,37683,,,33224,54002,40474,85628,,,89532,,,E017,Sri Siddartha Institute of Technology  Tumkur,Mock1
EC Electronics,59928,,,63097,72571,72630,68701,,,53870,,,52821,,61645,52091,54377,61588,119501,136696,149601,111142,,134226,E017,Sri Siddartha Institute of Technology  Tumkur,Mock1
EE Electrical,97047,,,92413,,98488,100821,,,80638,,,81516,,90566,76934,85693,82276,155550,198106,161816,137771,,171304,E017,Sri Siddartha Institute of Technology  Tumkur,Mock1
ET Elec. Telecommn. Engg.,104055,,,102928,,,90160,,139991,90039,,94001,90957,,,84105,104788,85704,170411,,,161597,,,E017,Sri Siddartha Institute of Technology  Tumkur,Mock1
IE Info.Science,44613,,,46029,,46909,57067,,,42353,,,41985,,,40372,43051,44073,103605,,137930,109051,136909,111769,E017,Sri Siddartha Institute of Technology  Tumkur,Mock1
ME Mechanical,,,,121196,,143160,193519,,,119180,,,122005,,,111686,,121096,188830,,201872,184744,,,E017,Sri Siddartha Institute of Technology  Tumkur,Mock1
RI Robotics and AI,80782,,,78884,,,72210,,,58637,,64577,65567,71518,,56025,,60469,125777,,164061,116302,,,E017,Sri Siddartha Institute of Technology  Tumkur,Mock1
AI Artificial Intelligence,86169,,93543,69809,81486,,82602,,117261,73390,,,62856,,,60902,62477,63175,127379,,,117793,,,E018,Kalpatharu Institute of Technology  Tiptur,Mock1
CE Civil,174953,,,208836,,269495,204780,,,168171,,,214592,,,158833,,195459,196195,,196879,173654,,,E018,Kalpatharu Institute of Technology  Tiptur,Mock1
CS Computers,66292,,,66662,75318,82925,82625,,,65493,,,59645,,61348,56877,57640,60956,135040,159870,147217,126058,,138778,E018,Kalpatharu Institute of Technology  Tiptur,Mock1
EC Electronics,90937,,,101855,,111840,123760,,,90302,,,93139,,97166,86259,90217,94071,173711,192310,182913,153643,,159591,E018,Kalpatharu Institute of Technology  Tiptur,Mock1
IE Info.Science,110729,,,91389,,102738,100665,,,69945,108307,,70577,,,69597,86111,74888,155626,,155829,162156,,,E018,Kalpatharu Institute of Technology  Tiptur,Mock1
ME Mechanical,224403,,,217337,,,271460,,,201998,,237488,241089,,,196782,,201619,224098,,,238808,,,E018,Kalpatharu Institute of Technology  Tiptur,Mock1
CE Civil,57531,,,63197,,68629,92774,242263,,53864,,68917,56729,,,48269,57091,60639,100089,,114011,83504,,,E021,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,Mock1
CS Computers,4848,,,4067,,6487,6370,,,2880,,,2847,,,2475,6150,3830,12998,,15256,8871,24544,11887,E021,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,Mock1
EC Electronics,7389,,,8476,,11896,17463,,,5623,,,5806,12990,9461,5288,7725,8621,25484,,28477,26418,,32966,E021,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,Mock1
EE Electrical,28966,,,24645,,32003,19201,,45444,16571,,18156,17758,,,16217,27164,17899,42554,77549,45560,57303,,,E021,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,Mock1
EI Elec. Inst. Engg,,,,,,,,,,,,,,,,,,,,,,,,,E021,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,Mock1
"EL Electronics, Instr. Tech.",45118,,,37838,39984,52684,37494,,137489,20454,,,29495,,,20341,36634,28891,86253,106330,139467,99282,,126235,E021,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,Mock1
EN Environmental,64966,102302,,81829,,99954,92311,,,82062,,,69416,,93211,61689,84277,63952,146764,,187814,121834,,214971,E021,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,Mock1
IP Ind.Prodn.,100802,,145228,104969,141010,139603,87363,,261320,79417,,,91319,,,77404,89882,92005,151227,179379,186103,179405,,,E021,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,Mock1
ME Mechanical,69265,,108276,51466,88041,56210,53875,,,40335,,53478,44465,,,38600,42300,48264,99093,115531,138713,94817,,,E021,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,Mock1
PT Polymer Tech.,140563,,,123146,,149136,121336,,,87257,159796,,102681,,140102,86984,109725,126321,169802,,186462,153540,,,E021,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,Mock1
CE Civil,92410,,,97662,,104265,93801,,109256,84617,,99044,84670,,,76693,92285,92140,124227,,129871,137232,155321,,E022,The National Institute of Engineering(SOUTH CAMPUS)  Mysore,Mock1
EC Electronics,11264,,15990,12352,,13652,25337,,35927,8581,,,9853,,,8412,14542,9797,38609,63067,53592,35517,,,E022,The National Institute of Engineering(SOUTH CAMPUS)  Mysore,Mock1
ME Mechanical,68880,,,47699,57205,74924,69455,,,42559,,,55308,,68939,39292,47628,67095,111626,,116032,112203,,133946,E022,The National Institute of Engineering(SOUTH CAMPUS)  Mysore,Mock1
AU Automobile,,,,,,,,,,,,,,,,,,,,,,,,,E023,P E S College of Engineering  Mandya,Mock1
CE Civil,147354,,,147664,152814,159227,196797,,,121158,,,136347,,148368,120317,145385,141140,156061,166891,162637,167506,,179650,E023,P E S College of Engineering  Mandya,Mock1
EC Electronics,38987,,,34477,,34586,37553,,67551,29575,,,29307,40644,,25887,31569,28156,60109,,82353,67514,,112211,E023,P E S College of Engineering  Mandya,Mock1
EE Electrical,56230,95312,,56661,,64178,54641,,,46152,,,45222,,,44188,52660,55026,89640,,96402,114709,,,E023,P E S College of Engineering  Mandya,Mock1
IP Ind.Prodn.,,,,,,,,,,,,,,,,,,,,,,,,,E023,P E S College of Engineering  Mandya,Mock1
ME Mechanical,152936,,195682,137235,152739,160598,157946,,,120715,,139609,122607,,133615,112406,145909,132828,202274,227922,235585,219013,267264,235005,E023,P E S College of Engineering  Mandya,Mock1
CE Civil,145860,,,139445,,186779,114271,,,94296,,,124956,150432,150517,91021,142226,142494,169909,,184314,184843,,221514,E024,Malnad College of Engineering  Hassan,Mock1
EC Electronics,31138,,39563,36374,,40018,40025,99536,,33410,,,31442,,,30026,32074,30476,84839,,92062,75496,,,E024,Malnad College of Engineering  Hassan,Mock1
EE Electrical,81659,,,75771,91160,78300,79621,,,54541,,,61380,,,54232,60623,61355,149434,153516,174943,140372,,152371,E024,Malnad College of Engineering  Hassan,Mock1
ME Mechanical,166856,,170786,166182,176755,185041,193332,,,147295,,152341,152538,,160049,136356,156107,148487,218598,252914,237608,259649,,,E024,Malnad College of Engineering  Hassan,Mock1
CD Computer Sc. and Design,129134,,,100607,144083,143278,111555,,,114321,,274621,101623,,,95622,100137,103442,207569,,226766,183006,,,E028,Tontadarya College of Engineering  Gadag,Mock1
CE Civil,179189,,,173024,,,,,,145657,,,,,,134228,,134385,208851,,,225419,,,E028,Tontadarya College of Engineering  Gadag,Mock1
CS Computers,84159,,,76059,,80161,74438,,,72577,,,69030,,72367,66874,68781,72191,119498,144228,125651,106651,,122131,E028,Tontadarya College of Engineering  Gadag,Mock1
EA Agriculture Engineering,,,,82121,,,,,,117547,,154035,82917,,,73576,,75174,122249,,,118634,,,E028,Tontadarya College of Engineering  Gadag,Mock1
EC Electronics,94042,,,83426,,102495,90884,,,85369,,,75410,,,74604,76283,76876,155224,,178580,112095,,,E028,Tontadarya College of Engineering  Gadag,Mock1
EE Electrical,,,,110805,,,,,195848,,,,,,,92986,,96932,176647,,,173613,,,E028,Tontadarya College of Engineering  Gadag,Mock1
ME Mechanical,,268979,,188305,,,,,,,,,183253,,,181444,,196464,235399,,,269976,,,E028,Tontadarya College of Engineering  Gadag,Mock1
CS Computers,84587,,,84022,84596,90970,71254,,,85760,,,71423,,,68116,69297,71258,133812,,151920,108198,,112240,E029,Maratha Mandal Engineering College  Belgaum,Mock1
EC Electronics,117323,,,107356,,113663,109910,125645,,100337,,,96945,,,93727,,103791,169206,183229,200655,172215,,188370,E029,Maratha Mandal Engineering College  Belgaum,Mock1
ME Mechanical,,,,,,,,,,,,,,,,265385,,,,,,,,,E029,Maratha Mandal Engineering College  Belgaum,Mock1
RI Robotics and AI,,,250393,121175,128080,,,,,136932,,,102964,,122904,102827,,110553,213533,,,177380,,,E029,Maratha Mandal Engineering College  Belgaum,Mock1
CE Civil,122228,,,123607,135490,146295,148623,,,149974,,,116346,,134336,99692,100952,127782,144244,190715,200500,159022,,182825,E031,Basaveshwara Engineering College  Bagalkot,Mock1
CS Computers,28315,,,22496,,22514,27750,28244,,19412,,22539,17498,,,17023,19561,21090,56747,,65995,40674,,52294,E031,Basaveshwara Engineering College  Bagalkot,Mock1
EC Electronics,38801,40309,,33626,,34857,37186,,,36304,,,30450,,,28316,29105,32158,91024,,118470,96902,,101212,E031,Basaveshwara Engineering College  Bagalkot,Mock1
EE Electrical,101252,,106012,61206,,65040,99467,,184917,55738,,,55029,62514,,52740,52948,60115,130400,152537,151326,123755,,,E031,Basaveshwara Engineering College  Bagalkot,Mock1
IP Ind.Prodn.,165717,,,134116,,185618,185345,,,167117,198147,,137704,,,129760,,148635,265117,,,137377,,,E031,Basaveshwara Engineering College  Bagalkot,Mock1
ME Mechanical,209764,,,182699,195307,204756,174661,,200832,208747,,,166709,,170287,156351,160642,164830,270296,,,259465,,,E031,Basaveshwara Engineering College  Bagalkot,Mock1
AI Artificial Intelligence,,,,76412,,,114176,,129386,90193,,,,,,66187,,70827,117378,,,,,,E032,R.T.E Socity`s Rural Engineering College  Hulkoti,Mock1
CE Civil,272922,,,194962,,,,,,235012,,,,,,164998,166027,,182934,,,211715,,,E032,R.T.E Socity`s Rural Engineering College  Hulkoti,Mock1
CS Computers,95179,,,90294,,93756,84401,,,85782,,,81413,,89199,76848,77074,85915,129612,148915,152160,137717,,144596,E032,R.T.E Socity`s Rural Engineering College  Hulkoti,Mock1
EC Electronics,122364,,,108279,111470,113634,94929,,,108161,,,100070,,,94605,,105512,171595,,242722,200109,,,E032,R.T.E Socity`s Rural Engineering College  Hulkoti,Mock1
ME Mechanical,,,,241318,,,,,,,,,245242,,,231324,233713,234046,272718,,,,,,E032,R.T.E Socity`s Rural Engineering College  Hulkoti,Mock1
TX Textiles,249967,,,225481,,,262305,,,224446,,,,,,211738,,216706,248164,,,253360,,,E032,R.T.E Socity`s Rural Engineering College  Hulkoti,Mock1
CE Civil,174172,,,188068,,192602,251027,,,239530,,,182166,,,173396,,183860,228243,,245702,227297,,,E033,Sri Taralabalu Jagadguru Institute of Technology.  Ranebennur,Mock1
CS Computers,83113,,96682,87402,,,83052,,,94766,,,79443,,,74364,76481,75718,136026,,142568,92646,,,E033,Sri Taralabalu Jagadguru Institute of Technology.  Ranebennur,Mock1
EC Electronics,113415,,,105911,,,123104,,,104917,,,104742,,108893,103081,109355,104581,179695,203358,179865,176609,,,E033,Sri Taralabalu Jagadguru Institute of Technology.  Ranebennur,Mock1
EE Electrical,,,,138553,,,151375,,,,,202609,,,,124698,,136646,188998,,,154760,,,E033,Sri Taralabalu Jagadguru Institute of Technology.  Ranebennur,Mock1
IE Info.Science,113992,,,113011,118916,121598,,,,101380,,,104570,,,99370,,99683,182724,,,137346,,204458,E033,Sri Taralabalu Jagadguru Institute of Technology.  Ranebennur,Mock1
ME Mechanical,,,,,,,,,,,,,,,,249991,272157,274021,267204,,,,,,E033,Sri Taralabalu Jagadguru Institute of Technology.  Ranebennur,Mock1
AI Artificial Intelligence,25298,,39145,17788,,,22978,,,19509,,,17865,24562,,16454,,17578,74313,,94574,43564,,,E034,Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad,Mock1
CE Civil,134287,,,128559,144121,135810,127610,,,107939,,173979,103265,132780,132352,101144,,129509,165031,,192292,151268,,,E034,Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad,Mock1
CH Chemical,,,,74568,,,,,,,,,,,,53748,106008,65714,104674,,,162789,,,E034,Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad,Mock1
CS Computers,12681,,,14961,,20073,16718,,,12602,,,12031,,15988,11394,14508,15935,49773,52806,57567,35882,,57215,E034,Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad,Mock1
EC Electronics,24723,,,19885,,28427,35574,,,23358,,,19861,,,18483,25557,24229,62388,99001,90211,76988,,84373,E034,Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad,Mock1
EE Electrical,34439,,,38198,,43455,,,,38328,,53790,34488,,,32920,,39174,99746,,,108538,210068,,E034,Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad,Mock1
IE Info.Science,19386,,,16292,,,,,56914,17761,,,16031,,,15514,17442,18307,75946,,109672,70846,,,E034,Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad,Mock1
ME Mechanical,125223,,,110120,116113,130564,124428,,,143852,,,90537,,,90291,104777,110079,205969,,,190563,,,E034,Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad,Mock1
"CA CS (AI, Machine Learning)",103127,,,113686,,129416,86817,155221,,136058,,,104298,,,84958,,89825,237651,,245336,253420,,,E035,"Anjuman Engineering College  Bhatkala, Uttar kannada Dist",Mock1
CE Civil,,,,,,,,,,,,,,,,273764,,,,,,,,,E035,"Anjuman Engineering College  Bhatkala, Uttar kannada Dist",Mock1
CS Computers,94024,,,112028,,112821,91466,,,98706,,,100797,,,90315,100767,104609,157116,,196302,141105,,152601,E035,"Anjuman Engineering College  Bhatkala, Uttar kannada Dist",Mock1
DS Comp. Sc. Engg- Data Sc.,,,,127116,,,119184,,,,,,,,120971,106374,,110513,213151,,,,,,E035,"Anjuman Engineering College  Bhatkala, Uttar kannada Dist",Mock1
EC Electronics,130581,,,125330,,131167,128361,,,125179,,,123946,,,119656,123390,130174,251019,,,193702,,,E035,"Anjuman Engineering College  Bhatkala, Uttar kannada Dist",Mock1
EE Electrical,,,,177731,,,209213,,,,,,151614,,,151599,,188766,266071,,,227370,,,E035,"Anjuman Engineering College  Bhatkala, Uttar kannada Dist",Mock1
ME Mechanical,,,,,,,,,,,,,,,,268102,,,,,,,,,E035,"Anjuman Engineering College  Bhatkala, Uttar kannada Dist",Mock1
RI Robotics and AI,145216,,,138348,161794,,,,,156986,,,,,,130863,,,257173,,,,,,E035,"Anjuman Engineering College  Bhatkala, Uttar kannada Dist",Mock1
BM Bio Medical,,,,71547,,,,,,,,,,86991,,42858,,53204,136010,,,188223,,,E036,KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.)  Belgaum,Mock1
CE Civil,130221,,171273,133097,,166167,128881,,,,,,121070,,,115281,115872,129898,189319,,,180948,,,E036,KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.)  Belgaum,Mock1
CF CS(Artificial Intel.),,,,23529,,,21754,,,26069,,,20242,,,19048,24507,26756,67092,,80028,66091,,81563,E036,KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.)  Belgaum,Mock1
CH Chemical,114872,,,83116,,,,,196954,102339,,,66614,,86254,58980,71214,85009,161091,,,178873,,,E036,KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.)  Belgaum,Mock1
CS Computers,44467,,,44134,48893,76314,42389,,,37926,,,38188,,40830,33447,35130,39079,154600,164300,183765,104100,,145136,E036,KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.)  Belgaum,Mock1
EC Electronics,28130,,,26388,,29218,40153,,,33801,,,24574,,,23766,27121,26678,100248,123570,122300,80409,,93191,E036,KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.)  Belgaum,Mock1
EE Electrical,41937,,,44273,48651,58853,,,,45898,,,45910,,,39945,,45624,121738,,,150057,,,E036,KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.)  Belgaum,Mock1
ME Mechanical,129807,,,104523,,124682,159457,,,,,178863,84735,,,82419,,88345,223756,,239500,108954,253662,,E036,KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.)  Belgaum,Mock1
AE Aeronaut.Engg,55666,,,50286,,71784,43179,87982,,50829,,,43436,,72028,41136,43613,61821,94665,,118977,101080,,,E037,K.L.S. Gogte Institute of Technology  Belgaum,Mock1
"CA CS (AI, Machine Learning)",25700,,,15536,,25676,17512,,,18626,35435,,13411,,,12146,,21119,44144,,55965,49667,,,E037,K.L.S. Gogte Institute of Technology  Belgaum,Mock1
CE Civil,140856,147338,150043,144413,,159255,121732,,216975,127964,,,123662,,,111006,114029,144553,191712,204641,205420,215603,,233047,E037,K.L.S. Gogte Institute of Technology  Belgaum,Mock1
CS Computers,15087,,,14406,15482,14957,12579,,,13987,,,11066,,13100,10264,10355,12168,47667,48830,56725,58418,,68871,E037,K.L.S. Gogte Institute of Technology  Belgaum,Mock1
EC Electronics,28768,,,23081,27785,23087,31621,,,25212,,26903,19905,,23363,19662,21133,22235,76856,78898,82437,72388,,85608,E037,K.L.S. Gogte Institute of Technology  Belgaum,Mock1
EE Electrical,43259,,100544,35672,,,47743,,161639,41986,,51964,33968,,,33448,35282,36741,110476,,,168928,,,E037,K.L.S. Gogte Institute of Technology  Belgaum,Mock1
IE Info.Science,26138,,,21938,,24439,23904,,,21830,,,17065,20651,20516,16650,18482,20406,68003,,90479,79455,,87222,E037,K.L.S. Gogte Institute of Technology  Belgaum,Mock1
ME Mechanical,99334,,,107957,122258,134680,150132,,,115450,,118169,78671,,,75846,81282,100409,194103,215801,220272,272126,,,E037,K.L.S. Gogte Institute of Technology  Belgaum,Mock1
"CA CS (AI, Machine Learning)",48857,,,52764,,65466,51194,69241,,66602,,,50665,,,47367,,63819,113965,,134400,76271,,,E038,B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur,Mock1
CE Civil,130764,,,147346,,205682,113497,,,117788,,158418,126671,136197,,110498,115707,116804,137091,,165203,267458,,,E038,B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur,Mock1
